id,title,content,tags
7243,Fast C++ library stereo vision/disparity computation,"I looking library disparity map / stereo vision computation. These requirements: C++ Multi-platform (Linux, Windows, OSX) (preferrable mandatory) CUDA based Suited robotics (e.g. work even images perfectly rectified cameras perfectly calibrated) Suitable tracking purposes (20fps more) Performing even low-res images (e.g. 320x240px) Open Source",computer-vision stereo-vision
7244,Conceptual problem regarding electronic shutters,"I looking CCD CMOS sensors cameras decide one use process automatic control printing process. By I getting grips almost essential numbers abbreviations remains problem shutters. I understand different types shutters, mechanical electronic, I understand work. My problem concerns shutter speed. If I use mechanical shutter, well maximum shutter speed depends particular element assembly, work electronic shutters? I never read ""Max shutter speed"" specs. The thing I usually see floating around frames per second. But usally pass limit 120 fps. Depending sensor built one could think maximum shutter speed therefore 1/120 1/240 uses half frames. Can right? It seems really slow. I faced task recording crisp clear images paper moves 17 m/s. That never possible shutter speeds slow. Will I forced use mechanical shutter I misunderstanding something?",computer-vision cameras
7245,How many quadcopters would take lift burrito?,"I investigating possible business opportunity quadcopters perform high-precision nutritional delivery via burrito medium. I never used burrito, I read internet typically weigh 600-700 grams (1). This much heavy commercially available platforms. How many quadcopters would take lift single burrito? (1):",quadcopter distributed-systems
7249,Quadcopter - iPhone ultimate flight controller?,"iPhone contains Gyroscope GPS Two photo video cameras Self-sufficient battery outlives motor battery Wifi Backup connectivity (cellular, bluetooth) Programmable computer Real-time image processing capabilities face detection General purpose IO (with something like this) old models available cheap. What main benefit separate dedicated flight controller camera hobbyist rotorcraft rather general purpose device like iPhone?",quadcopter
7251,Is bug Encoder Counts packets 43&44?,I think I found another bug - one mentioned another post angle distance. This one reading encoder's counts. I using workaround bugs I found one instance counts I reading right encoder incorrect. I reading loop sleeping 100msec turning create2. Here part counts definitely shows problem: This kept going I stopped. It seems problem reaches max. Has anyone else ran explain provide another workaround?,irobot-create
7254,Cool robotics projects,I'm robotics student new field. Can suggest websites provide projects/helpful info I learn from? Thanks,mobile-robot
7256,Sensing level liquid tube,"I'm looking build sensor detect level liquid tube. It precisely accurate, detect whether level approximately certain height. The liquid level seen red oval I thought monitoring webcam using opencv detect liquid level. seemed bit overkill. Especially I dedicated PC process images. Surely there's simpler solution. Perhaps component I attach raspberry PI arduino board ... I'm familiar laser sensors I don't know suitable. As long it's reliable ... EDIT I add tube contains toluene flammable, vacuum sealed. So can't drill it. Some kind optical/laser sensor might OK, long recognise clear liquid.",arduino sensors raspberry-pi laser
7265,PID another module implements PID control?,"I'm charge module control smoothness platform move; platform already implements closed-loop control firmware closed I access source code. It therefore requested closed loop control implemented top PID, superior layer, module already implements closed loop control, several question: It's conceptually correct implement PID control upper layer closed loop control implements it? What features may loose lower close loop? Maybe loop control closed negatively influenced PID implements top layer? Estimate The angular speed, yaw pitch, based position motors using Kalman filters generate values far actual values reported",pid
7266,How I make quadcopter avoid obstacles using infrared?,"I quadcopter built, I need able make autonomously follow route avoid obstacles possible. My general plan array sensors pre-defined ""front"". The quadcopter go forward. Generally I'd like make sensors pointing higher angle detect something getting closer bot moves forward, quadcopter stop, descend distance detected object decreases, continues forward. Similarly, I'd like opposite event happen sensors pointing lower angle detect something getting closer quadcopter. I'm thinking something like 9 small infrared distance detectors (pointing up, forward, || left, forward, right), basically 3x3 matrix. Would anyone ideas feasibility this? I'd like use raspberry pi, probably also need additional board read values sensors. In addition, I idea sensors use, infrared even work. Any suggestions welcome. I also thinking ultrasonic sensors, 9 could get cluttered, I'd worry short range crash means death quadcopter. I also fear would cause interference other.",mobile-robot quadcopter sensors
7270,What load current load speed? Which battery best suitable motor?,"These specifications motor: 25000RPM load speed 12V No Load Current - 1A, Stall Current - 10A 0.36Kgcm torque What definition load current load speed? Which battery would suitable power motor?",motor
7271,How would I implement following drone camera using GPS?,"As title states, way make following drone tracks GPS unit, follows/orients camera that? Similar",cameras gps line-following
7277,"Assuming I angle respect two beacons, know distance them, I localize myself?","Let's assume I following situation, need find (x,y). Is possible? There appear one solution system, trigonometry bit rusty. I feel like I need one distance.",kinematics inverse-kinematics
7278,Adding Actuator Force (Featherstone) Articulated Rigid Body Model,"I'm working project I need model system essentially comprised series ball-and-socket joints attached base, attached turn prismatic joint (rail). I've read Roy Featherstone's Rigid Body Dynamics Algorithms cover-to-cover, I've also read Dynamics section Springer Handbook Robotics (also written Featherstone). It took long time get acclimated using ""spatial vector"" ""spatial matrix"" notation, re-creating notation hand exercise works nice way concatenating 3x3 3x1 matrices vectors 6x6 6x1 matrices vectors. The maths invents perform operations bit tedious read hijacks standard notation, overall everything compact, easy implement MATLAB. My problem this: How I add actuators model? He walks explicitly configuring joint definitions, link definitions, etc., comes actuators applied forces says something like, ""Just add $\tau_a$ Bob's uncle!"" - it's discussed all. In Handbook Robotics suggests introducing false acceleration fixed base add gravitational force term, doesn't show add local coordinates mention add actuator input. Any help would greatly appreciated. I've considered starting different book, it's going great expense time re-acclimate different set notation. I'd like move forward this, I feel like I'm inches shy finish line.",actuator dynamics joint
7287,Odometry vs dead-reckoning,"In terms robotics, differences odometry dead-reckoning? I read odometry uses wheel sensors estimate position, dead-reckoning also uses wheel sensors, ""heading sensors"" well. Can someone please elaborate point me? Thanks",odometry deduced-reckoning
7288,Linear Motion Control quadrotor (clarification),"I've posted question regarding matter I couldn't solve. I'm reading paper, authors state Linear $x$ $y$ Motion Control: From mathematical model one see motion axes $x$ $y$ depends $U_{1}$. In fact $U_{1}$ total thrust vector oriented obtain desired linear motion. If consider $U_{x}$ $U_{y}$ orientations $U_{1}$ responsible motion x axis respectively, extract formula (18) roll pitch angles necessary compute controls $U_{x}$ $U_{y}$ ensuring Lyapunov function negative semi-definite ( see Fig. 2). The paper clear except linear motion control. They didn't explicitly state equations extracting angles. The confusing part say extract formula (18) roll pitch angles necessary compute controls $U_{x}$ $U_{y}$ formula (18) $$ U_{x} = \frac{m}{U_{1}} (\cos\phi \sin\theta \cos\psi + \sin\phi \sin\psi) \\ U_{y} = \frac{m}{U_{1}} (\cos\phi \sin\theta \sin\psi - \cos\phi \cos\psi) \\ $$ It seems roll pitch angles depend $U_{x}$ $U_{y}$, therefore compute roll pitch angles based $U_{x}$ $U_{y}$ control linear motion.",control quadcopter
7291,Stereo vision Matlab,I working project robot soccer vision. How I utilize two webcams stereo vision matlab robot soccer matters?,stereo-vision matlab soccer
7294,Dispensing precise quantities liquid powder,"I've toying around idea automating process testing aquarium water certain chemicals. Very briefly, salt water aquariums (reefs, specifically) require almost-daily testing 3-4 chemicals (calcium, alkalinity, ammonia, phosphate). This typically done hand, using various kits. There two main types combine several powders fixed amount aquarium water, compare color mixture turns chart combine several liquids together aquarium water, add another liquid mixture turns color. record much final liquid add color change occur (titration). Both methods straightforward, tedious. To maintain aquarium well, really need daily readings metrics, easily adds 30 minutes+ daily. So - I'd like able automate process. The biggest question is, I reliably dispense materials needed? We're talking gram milliliter UoM here. The kits come plastic syringes spoons correct volume powders. I need way measure dispense these, way queue several days worth (refilling daily defeats purpose). Any ideas? Edit different How measure dispense finite amount powder liquid units measure involved. I need able reliably dispense ~ 1g +/- 5% powder, 1ml +/- 5% liquid.",electronics
